UNITID,GRAD_DEBT_MDN,WDRAW_DEBT_MDN,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,DEP_DEBT_MDN,IND_DEBT_MDN,FEMALE_DEBT_MDN,MALE_DEBT_MDN,FIRSTGEN_DEBT_MDN,NOTFIRSTGEN_DEBT_MDN,CUML_DEBT_P90,CUML_DEBT_P75,CUML_DEBT_P25,CUML_DEBT_P10,LOAN_EVER
245625,8650,5500,5000,5336,6400,5500,7000,6329,5000,6000,5500,14800,10200,2800,1750,0.28115942
245652,27000,8750,21500,21230,15843.5,19000,19875,15843.5,21500,26075,19000,36250,27000,8750,4500,0.9
245731,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
245777,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
245838,26966,19500,22166,21916,20166,14114.5,23666,21962,21437.5,22874,21000,47332,34499,11224,4298,0.948113208
245847,26966,19500,22166,21916,20166,14114.5,23666,21962,21437.5,22874,21000,47332,34499,11224,4298,0.948113208
245865,26966,19500,22166,21916,20166,14114.5,23666,21962,21437.5,22874,21000,47332,34499,11224,4298,0.948113208
245883,26966,19500,22166,21916,20166,14114.5,23666,21962,21437.5,22874,21000,47332,34499,11224,4298,0.948113208
245892,26966,19500,22166,21916,20166,14114.5,23666,21962,21437.5,22874,21000,47332,34499,11224,4298,0.948113208
245953,28715.5,9500,9500,14140.5,12500,9625,11254,11000.5,11000,11502.5,10500,34250,24750,4750,2650,0.8983261
245962,9500,4682,6334,9121,5500,5500,8185,9035,5459.5,6060,7768,18916,11480,3500,2250,0.759124088
245980,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.25
245999,4190,3500,3500,PrivacySuppressed,PrivacySuppressed,3383.5,4750,4248,3500,3500,4248,9500,7760,2949,1327,PrivacySuppressed
246008,14977,9500,11376,14718,12333.5,10640,11875,11800.5,12098,11875,11416,15333,15333,9500,5241,0.921330724
246017,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
246035,9344,3762.5,8898,8444.5,7600,6101,9197.5,8824,8296,8810,8824,15500,9500,5500,2789,0.899260629
246071,17097,2542.5,17200,PrivacySuppressed,PrivacySuppressed,10264,17200,PrivacySuppressed,PrivacySuppressed,10268,10268,17200,17200,6800,2693,0.886178862
246202,9492,3909,8837.5,9377,9020,8402,9175.5,9080,7165,8840,9089.5,9582.5,9500,5502,3076,0.912872841
246266,9335,3771,8782,9043,9122,8592,8966,8965,8537.5,8766,8862,9500,9500,5500,3167,0.876331361
246345,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,
246354,8500,5500,5500,6250,4000,4169,8546,5500,5500,5500,5500,24250,11934,3000,1750,0.105928378
246406,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.267857143
246415,5767,2098,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,4196,3437,PrivacySuppressed,6514.5,1924,PrivacySuppressed,0.619565217
246460,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
246594,9588,4380,8470.5,7350,6222,6222,9040,7659,9500,8165,7649,10667,9880,4641,2761,0.818883611
246789,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
246813,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
246895,7283,6040.5,5774.5,7969,7766,3626.5,8013,7000,5505,5933,7000,23000,13500,3588,2000,0.5
246974,12218.5,5700,12023,12125,12122,11647.5,12125,12117,12125,12088,12125,22622,16992,7387,3800,0.914180207
247010,12000,9668,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,10715.5,12125,PrivacySuppressed,PrivacySuppressed,11504,12000,PrivacySuppressed,20000,8000,PrivacySuppressed,0.660714286
247047,12000,6640.5,9500,PrivacySuppressed,PrivacySuppressed,12000,9500,PrivacySuppressed,PrivacySuppressed,9500,11815,20000,19821,6333,2457,0.888
247065,23575,7000,12271,15492.5,14677.5,9500,13028,12667,10848.5,12667,12666,30500,23625,5328,3167,0.881903643
247153,12166,4505.5,9342,9664,8189,7730,9500,9500,9136,9235,9500,13000,12554,4750,2750,0.874157749
247162,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
247409,9500,3419,9500,9500,5500,5500,9500,9500,9147.5,9500,9500,9500,9500,5500,4135,0.901565996
247603,8867,5421,4750,5500,6125,5500,7282.5,5500,5360,5500,5500,14835,10000,2984,1706,0.383296048
247649,12000,5750,12000,9500,7574,8375,9500,10000,8375,12000,8375,17500,12000,5500,3250,0.907563025
247700,33523,9500,10626.5,16176.5,17500,9509,12543,13196,9352,12323.5,12234,39786,25097,5500,3168,0.849681267
247773,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
247825,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
247834,13000,5500,5757,7144,5500,5192.5,9000,6260.5,5500,6000,5500,22854,12584,3500,2000,0.539123801
247940,7796,4546,5165,4967,5500,4195,6872,5500,4750,5250,5103,17898,10500,2750,1737.5,0.378561082
248165,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.703703704
248192,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
248305,9768.5,4750,7137,7665,8300,7396,7350,7350,7412,7386,7350,14259,10338,4679,2750,0.796516691
248314,10500,4750,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,10500,3500,PrivacySuppressed,0.836065574
248527,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
248606,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
248624,9500,PrivacySuppressed,8386,PrivacySuppressed,PrivacySuppressed,7000,10379,PrivacySuppressed,PrivacySuppressed,8770,9135,15630,12000,6492,3500,0.891666667
248633,10447,2750,11447,9060.5,8756,5500,11710,PrivacySuppressed,PrivacySuppressed,9500,8756,14760,11710,5500,2750,PrivacySuppressed
248660,16500,5877,11025,13000,9833,9833,13753,9833,14250,9833,12052.5,16500,16500,6678,4750,0.913194444
248703,9238.5,3890,7272,9623.5,7917,7981.5,7917,7917,9097,7917,7917,13714,10622,6127,3499,0.868603043
248846,12000,6500,13700,12000,12000,12000,12500,12000,12000,12000,12000,23500,16334,7834,5327,0.96713615
248882,33523,9500,10626.5,16176.5,17500,9509,12543,13196,9352,12323.5,12234,39786,25097,5500,3168,0.849681267
248925,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
248934,20000,8336,13056.5,15862,16136.5,13000,14219,13919,13750.5,13639.5,14035,31993,21335,5736,3398,0.828486757
249140,9445,4750,8686,9134,9407,8496,8984.5,8357.5,9366,8899,8496,12587,9500,5069,3301,0.890145396
249238,13000,5500,9833,10999,9833,9833,12500,9833,13833,9837,9833,16500,16404,6428,4750,0.904761905
249566,5066,5066,5066,5066,5066,5066,5066,5066,5066,5066,5066,10333,6333,5066,3666,0.877616747
249609,9373.5,4713,6960,7659,9500,7667,6712,9500,6333,7010,7667,14250,9500,5473,3167,0.909814324
250027,12252,3864,8110,12252,12000,9500,9191,9500,9355,9250,9500,18094,13851.5,4750,2750,0.905325444
250072,7300,4384,5500,6150,5500,5500,5775.5,PrivacySuppressed,PrivacySuppressed,5600,5500,9500,8947,4552,2750,0.836363636
250285,20000,4750,14255,19279,12000,12000,19114,5146.5,15418,14750,15119,26250,20000,4750,3000,0.839323467
250498,10246.5,7100,9530.5,PrivacySuppressed,PrivacySuppressed,10259,9561,9500,11719,9500,10820,16521,12690,7227,3576.5,PrivacySuppressed
250601,9500,4829.5,9499,9500,9500,9415,9500,9500,9500,9500,9500,27688,9500,5955,3000,0.880378159
250744,12166,4505.5,9342,9664,8189,7730,9500,9500,9136,9235,9500,13000,12554,4750,2750,0.874157749
250902,6333,4750,6333,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,6186.5,6333,PrivacySuppressed,9500,4750,PrivacySuppressed,0.647058824
250993,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
251075,9500,5327,9499,9500,7721,9276,9500,9500,8585.5,9499,9500,13500,9500,6061,3167,0.908366534
251251,25827.5,9500,12667,17014,17000,14500,13000,14252,13259,13668,13486,33795,25729,5236.5,3167,0.800189188
251260,7525,4500,4750,5250,5500,4500,6500,5250,4500,5000,5250,15250,9000,2750,1750,0.381824126
251312,25167,6334,8171,10559,12387.5,9500,9500,9500,9500,9500,9500,33000,20000,4312,2000,0.780815896
260293,19613,6466,7808,10857.5,9500,6914,8495,8957,6466,8176,8364,30348,18550,3500,2027,0.771913095
260336,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,9690,9500,PrivacySuppressed,14330,5530,PrivacySuppressed,PrivacySuppressed
260354,16911,6334,11211,PrivacySuppressed,PrivacySuppressed,9500,12462,11334,9500,10919,11722,20426.5,17280,6317.5,3303,PrivacySuppressed
260363,PrivacySuppressed,PrivacySuppressed,16325,PrivacySuppressed,PrivacySuppressed,14751,16325,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,16325,11363.5,PrivacySuppressed,PrivacySuppressed
260372,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
260664,6333,3800,6333,PrivacySuppressed,PrivacySuppressed,6333,6333,6333,6333,6333,6333,6333,6333,6333,3166,0.903292181
260691,8708,4750,8445,8708,9298,6974,9451,8445,9500,8409,8708,26921,9500,5500,3166,0.890413897
260789,20000,7385,18540,20000,19750,17826,20000,18514,20000,18441,20000,31253.5,25000,12000,5251.5,0.9023795
260813,41853,9250,38344,41000,31861,29778.5,41506,37180,31985,37505,36934,48472,45000,22576,7666,PrivacySuppressed
260901,29493,6334,9500,16890,19378,7306.5,11419,10971,10339.5,10583,10971,42517,27213,3500,3167,0.84301745
260910,29493,6334,9500,16890,19378,7306.5,11419,10971,10339.5,10583,10971,42517,27213,3500,3167,0.84301745
260929,13666,5603.5,12375,12833,12655,12750,11044,PrivacySuppressed,PrivacySuppressed,9500,13665,22778,17103,6333,4750,0.939393939
260947,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
260956,,,,,,,,,,,,,,,,
260965,10362.5,4750,9500,9833,10591.5,9833,9500,PrivacySuppressed,PrivacySuppressed,9662.5,9833,16500,11650,7000,4750,0.888297872
260974,25827.5,9500,12667,17014,17000,14500,13000,14252,13259,13668,13486,33795,25729,5236.5,3167,0.800189188
260992,30000,9500,16902.5,19939,20000,17084,19001,19450,13338,19500,15834,40667,30501,6667,3167,0.931380108
261375,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
261384,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
261393,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
261436,9833,4750,9833,9833,9833,9833,9500,9833,12500,9833,9833,16500,16190,6333,3666,0.938440493
261472,25827.5,9500,12667,17014,17000,14500,13000,14252,13259,13668,13486,33795,25729,5236.5,3167,0.800189188
261676,9500,3511,9500,9500,5500,5500,9500,9500,8626,9500,9500,9500,9500,5500,2750,0.872196361
261685,9500,3511,9500,9500,5500,5500,9500,9500,8626,9500,9500,9500,9500,5500,2750,0.872196361
261719,11892,4750,7000,PrivacySuppressed,PrivacySuppressed,5500,8689.5,PrivacySuppressed,PrivacySuppressed,8285,6460,16500,11005,4750,2297,0.867403315
261773,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
261861,12000,5021,8980,11033.5,13151,9940,9357,9693,9005,9795,9292,19255,14169,5451,2344,0.947441217
261931,20000,5751.5,13781,PrivacySuppressed,PrivacySuppressed,12837.5,13781,13781,11392.5,12000,14750,23354,20000,4750,3538,PrivacySuppressed
262022,24069,12000,18867,20500,19199,19600,18216.5,19500,19500,20166,19493,31000,27000,9500,5000,0.952627683
262031,8508.5,4187.5,5250,4700,3750,3400,7500,5000,4132,4750,4750,16000,9442.5,2500,1300,0.283351313
262086,20832,12500,13390,15327.5,14000,10929,15000,14847,12985,14666,14000,32000,24898,7500,3995,0.813179572
262129,15000,6500,11250,12354,10001,PrivacySuppressed,PrivacySuppressed,10573.5,12000,12136,10999,23000,17061,5500,3008,0.703971119
262235,3666,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,4750,4750,PrivacySuppressed,PrivacySuppressed,2333,4983,PrivacySuppressed,9500,1200,PrivacySuppressed,PrivacySuppressed
262299,10050,4749.5,7350,8028,8080,7659.5,7917,7823,7506.5,7963,7581,14308,11777,4550,2750,0.835875534
262332,16205,5250,9500,12327.5,9500,9500,10641.5,9500,10641.5,10094.5,9792,27084,19622,4750,2395,0.873480526
262341,11688,4750,11688,9500,8208,8208,11688,10756.5,9500,10772.5,9500,13875,11688,6855,4750,0.911764706
262369,9500,8405.5,9500,PrivacySuppressed,PrivacySuppressed,9500,9500,PrivacySuppressed,PrivacySuppressed,9500,9500,12850,9500,7250,3500,PrivacySuppressed
262402,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
262466,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,7716,6333,PrivacySuppressed,PrivacySuppressed
262509,11819,4750,9500,9500,9111,9500,9500,9500,9500,9500,9500,17375,15333,5846,3166,0.842637823
262660,10453.5,4750,7917,9164,8907,9055,7880,8147,7659,7917,8241.5,16002,12100,4750,3112,0.803159174
362700,9017,3614,7460,9450,9942,8003,8143,8112,8668,8280,7667,11694,9627,3707,3189,0.8891258
362782,6333,3167,6333,6333,5500,3666,6333,PrivacySuppressed,PrivacySuppressed,6333,6333,7764,6333,3666,2333,0.885321101
363013,9500,3419,9500,9500,5500,5500,9500,9500,9147.5,9500,9500,9500,9500,5500,4135,0.901565996
363077,9500,4750,8997,PrivacySuppressed,PrivacySuppressed,6283.5,9400,9267,6058.5,9100,7321,11000,9500,4750,3387,0.867424242
363147,7500,3750,5500,PrivacySuppressed,PrivacySuppressed,5500,6251,PrivacySuppressed,PrivacySuppressed,5500,7500,10223,7500,3750,2727,0.835294118
363165,7500,3750,6998,7500,7500,3500,7500,6387,7500,6689,7500,13166,8000,3500,2604,0.605084746
363387,11676,8826,9500,9500,9500,8790,9500,9500,9167,9451,9500,23000,16131,4198,2777,0.848545112
363439,21845,6297,14098,16500,14333.5,14102,15209,15333,9500,14875,14431.5,30383,22861,5236,2704,0.784188034
363590,9500,4750,9500,9500,6655,7220.5,9500,9500,9253.5,9500,9500,11783,10308.5,5883.5,3500,0.786092215
363633,6500,3500,4439.5,PrivacySuppressed,PrivacySuppressed,3252,5435.5,4662,3636.5,3770,4500,11401,8182,2500,1245,0.153256705
363679,16325,5500,12969,13775,9725,9725,15800,PrivacySuppressed,PrivacySuppressed,15575,9725,16325,16325,9500,4750,0.932773109
363712,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
363721,22393.5,7250,9500,9500,10375,5500,12250,9500,9500,9500,9500,34811,20750,4750,2250,0.586236934
363882,7500,3750,5500,PrivacySuppressed,PrivacySuppressed,4039,7500,5500,6267,5500,5796,11000,7500,3750,2200,0.858921162
363907,9750,5500,7250,PrivacySuppressed,PrivacySuppressed,6400,7750,7400,6750,7500,6800,19000,12750,3500,2000,0.070030121
363916,9750,5500,7250,PrivacySuppressed,PrivacySuppressed,6400,7750,7400,6750,7500,6800,19000,12750,3500,2000,0.070030121
363934,30827,9500,15834,14832,14229.5,12000,18374,12875,15691,14979,15125,42832,30416,6334,4013.5,0.874274662
364016,7394,3500,3792.5,3500,3910,3500,4500,3792.5,3578.5,3553,3700.5,15439.5,8282,2250,1750,0.447095761
364025,8000,3500,4500,3500,3500,3500,4750,3662,3500,3680,3500,13500,8000,2000,1750,0.495569189
