UNITID,GRAD_DEBT_MDN,WDRAW_DEBT_MDN,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,DEP_DEBT_MDN,IND_DEBT_MDN,FEMALE_DEBT_MDN,MALE_DEBT_MDN,FIRSTGEN_DEBT_MDN,NOTFIRSTGEN_DEBT_MDN,CUML_DEBT_P90,CUML_DEBT_P75,CUML_DEBT_P25,CUML_DEBT_P10,LOAN_EVER
238397,10005,4797,6395,6395,4483,4023,7696.5,6622,5500,6796,5250,18552,11634,3033,1750,0.631644005
238430,27000,20000,22750,23437,24313,18000,24856,23812,23000,23620.5,23437,45000,32000,10063,4250,0.905057675
238458,27000,9961,19750,23500,21500,22250,18849,22594.5,21250,22875,21640,34310,27250,8750,5414,0.951043917
238476,27000,10500,16750,24000,21937,21500,14930,22250,19500,23625,19577.5,33212,27458,9023.5,4750,0.96056338
238573,18632,PrivacySuppressed,22875,19041,15000,15000,25000,PrivacySuppressed,PrivacySuppressed,21250,15000,25759,25000,13287,10250,PrivacySuppressed
238616,23476,11000,13757,14500,12912,12000,16668,15015,11500,14250.5,13462,34216,26926.5,5500,3000,0.949637681
238661,26000,9500,17500,21500,19145.5,19250,18687,19461,18000,19500,18500,37500,28384,8750,5500,0.943483276
238722,11000,5500,5990,5500,5500,5500,7000,7000,5500,5500,5500,18250,11750,2969,2000,0.734145791
238759,9750,5250,6000,5799,4794,4195.5,7000,6750,4500,6100,5500,23000,11922,3050,1750,0.656030287
238786,10245,4750,7874,10009,9470,9470,9808,PrivacySuppressed,PrivacySuppressed,9643.5,9470,PrivacySuppressed,13343,4750,PrivacySuppressed,PrivacySuppressed
238810,8750,4567,6650,PrivacySuppressed,PrivacySuppressed,10000,6650,PrivacySuppressed,PrivacySuppressed,8000,6650,PrivacySuppressed,12000,4500,PrivacySuppressed,PrivacySuppressed
238892,25827.5,9500,12667,17014,17000,14500,13000,14252,13259,13668,13486,33795,25729,5236.5,3167,0.800189188
238980,26915,9828,17750,18466,16457,16796,18061,17270.5,18254.5,17750,17986,38375,28750,7750,4109,0.917034422
239008,7963,3763,5750,5944.5,4521,4500,6563,6179,4750,5500,5418.5,17385,10188,3414,1750,0.641752577
239017,27000,11950,27000,29351.5,25500,26003,29333,25942,26818,29600,25867,36633,31500,13000,5509,0.948818898
239071,16750,5500,8750,12000,11250,11125,8897,10850,11000,13539,10100,27000,19500,5500,2750,0.695431472
239080,26798,9500,21000,20272,19500,18713,25000,21238,17948.5,21500,19000,39000,30250,9500,5000,0.929614874
239105,27000,8250,27000,26500,23500,24500,27000,25000,23500,26500,23830,36000,31210.5,12000,5500,0.893801816
239169,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,
239220,8025,4107,5502,5734,5250,4741.5,6641,5500,5500,6041.5,5250,18500,10750,2982,1750,0.676452217
239248,11250,5251,6252,6250,5500,5000,7000,6607.5,5500,6500,5750,19965,11750,3500,1750,0.685040181
239309,27541.5,12000,23500,27000,25000,25500,32250,25500,25500,26250,25500,37000,30750,12000,5500,0.954954955
239318,27000,10500,24734,26000,25000,25271.5,23947,24617,25168,24980.5,25000,38500,29500,12000,5500,0.944392083
239372,8516,3931.5,6270,6188,3680,4026,7000,6260,4216,5751,5250,18664,11000,3500,1750,0.704390847
239390,28134,12000,23750,22250,19625,19000,28563,PrivacySuppressed,PrivacySuppressed,25000,20000,47708,34760,9750,4750,0.910669975
239424,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,
239442,7000,3913.5,4500,5250,5500,4175,5250,5250,4750,5393,4500,14250,8500,3106,1750,0.543478261
239460,8375,4350,5750,5250,5250,4500,7000,5833,5250,6250,5250,18885,11000,3118,1750,0.667911842
239488,12000,5500,8498,7500,5500,5500,9500,8614,6055,8260,6622,24167,14909,3750,2343,0.679300906
239503,13697,5500,7000,6250,5500,6250,5500,5500,7250,7250,6000,19950,12750,3500,2750,0.648351648
239512,27000,7500,17749,17875,15375,16000,25000,19500,14750,15000,18875,35500,27000,6750,3531,0.941717791
239628,27000,11750,28510,27500,24650,27000,24670,27000,27000,27000,27000,38750,32000,14000,5750,0.9625
239637,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,
239716,27000,19418.5,23500,26906.5,21500,23500,19709.5,24000,23250,26562.5,23136,31000,27000,10793,5500,0.946573752
239743,26212,12500,19403,20500,13368,14250,23954,20000,14750,20000,17750,38750,30500,9500,4750,0.9
239877,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,5500,8625,PrivacySuppressed,PrivacySuppressed,7064,6333,PrivacySuppressed,10219,5500,PrivacySuppressed,0.857142857
239910,7000,4500,5500,5750,5500,5272.5,7000,6005,5250,5750,5400,14250,10000,3500,1750,0.768231768
239929,24200,6646,9500,13385.5,12950,8789,9500,9500,7987,9500,9500,31250,21421,4750,2000,0.876810697
240055,10184,5500,6000,5500,5500,5500,9500,5973,5500,6250,5500,17062,11000,3500,2209,0.666666667
240107,27000,9500,22000,23500,20766.5,20500,25000,22250,19500,22913.5,21455,40500,30622,9500,5005,0.928498468
240116,12473,6550,9500,9500,7244,6875,11820,9500,8193.5,9960,8250,24978.5,16158,4514,2750,0.767644215
240125,13000,8154,9500,9500,7030,6500,10389,9500,8500,9500,8761,27692,17500,4690,2750,0.719866999
240170,11951,5500,8095,6333,5500,5500,9500,7500,6333,7250,6739,22155,13698,3666,2140,0.73761045
240189,25000,9500,17834,19362.5,17986.5,18500,18368,18750,17907.5,19986,17750,34044,28000,8250,4506,0.936571302
240198,7000,3500,5250,5500,5250,4782,5901,5500,5250,5500,5250,13750,9250,3137,1750,0.723076923
240213,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,
240240,12000,4750,12000,12000,12000,12000,14000,PrivacySuppressed,PrivacySuppressed,12000,12000,20000,14000,5250,2750,0.852459016
240268,23304,8500,16115,18269,17073.5,17500,15886,17241,17250,19144.5,16676.5,31000,27000,7940,4250,0.910491368
240277,21065,10207,14185,15500,13546,14000,14750,14494,14250,15250,14000,31000,24719.5,6500,3500,0.865642994
240329,23105,8174.5,14000,18623,19000,18500,13561.5,18500,17500,19500,17500,31000,26959.5,7750,4375,0.928002277
240338,25000,8750,17660,19000,19170,18769.5,18816.5,19500,18298,19382,18524,30750,26546,7500,4750,0.935919056
240365,23982,8750,17327,18000,17000,16500,20064.5,17200,17500,17960,17000,32758,27000,7471,4000,0.90778977
240374,22899,8663,13250,13051,11518.5,11157,15422,13000,12000,14000,11500,38495,25000,5500,3000,0.822477064
240392,23216.5,7750,9500,14750,14995,10158,10814,10971,9607,10500,11095,35989,22892,4750,2371,0.872325334
240417,25000,8500,15500,18488.5,18492,17649.5,17859,18948,16500,17715,17700,33000,28000,7500,4000,0.93083406
240426,23375,9210.5,15347,16662,12000,13597,16620,15000,14000,15000,14318,33806,25472,6500,3701,0.884103367
240444,22805,12000,18100,22300,20500,20600,19670,20817,20500,21074,20500,34165,28000,10800,5500,0.84371909
240453,25000,10250,14250,16405.5,16700,15750,15703,15500,16000,15912,15625,36750,27644,6250,3002,0.908475966
240462,24000,7500,13751,17154,15760,16244.5,13284,16448,15270,15716.5,15750,31000,26703,6130,3439,0.914691943
240471,24124,8000,15950,16812.5,17000,16520,17666,17258.5,15915,19500,15500,32200,27000,7348,3641,0.904742268
240480,24922,7250,14750,20000,18361,18000,17363.5,18500,17187,19500,16500,33514.5,27500,7334,3500,0.905499613
240505,10764,5500,8485,6487.5,5500,5464,9464,7116,5500,6764,6404,22053,13000,3250,1800,0.425592417
240514,8757,5173,5397,5843.5,5500,5445,7009.5,5347.5,6000,5540,5500,16109,11475,2750,1515,0.324894515
240596,10000,5231.5,5250,5627.5,5500,5500,7785,5500,5250,7500,5500,15712,10500,3500,2250,0.419203747
240620,9750,5219.5,5250,5750,5500,5451,6877,5850,5129,5399,5500,15750,10250,3500,1918,0.607991361
240657,11100,5500,6687,5500,5500,5500,10164.5,6687,5500,7425,5500,19040,11550,3500,2225,0.500740741
240666,7500,5500,6000,6500,5500,5283,8000,5539,5500,5961,5500,17500,10500,3200,1833,0.527859238
240693,8000,3500,5021,4422,3600,3500,5250,4500,4500,4598,4461.5,13000,8653,3250,1750,0.547592385
240709,8206,3423,5969,PrivacySuppressed,PrivacySuppressed,7558.5,6154,PrivacySuppressed,PrivacySuppressed,7157.5,5632,12454.5,9854.5,3500,2047,0.852071006
240718,11599,4750,11600,9500,6800,6800,11600,11199.5,9800,10639.5,9500,15725,12956,6497,4400,0.864035088
240727,18750,8500,12500,12500,10882,10941.5,14229,12000,12000,12500,11625,33057,24000,5500,2750,0.812419146
240736,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
240745,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
240754,PrivacySuppressed,PrivacySuppressed,16377,18750,21250,17521,23625,17902.5,20500,18500,18826,34927,27500,10862,5500,0.359490275
240790,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
240879,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
240985,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
241100,3920,3000,3500,PrivacySuppressed,PrivacySuppressed,3000,4125,3750,3000,3000,3730.5,9796,5900,1800,1000,0.037438424
241128,3920,3000,3500,PrivacySuppressed,PrivacySuppressed,3000,4125,3750,3000,3000,3730.5,9796,5900,1800,1000,0.037438424
241146,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
241182,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
241191,13800,3775,7450,9900,14175,7600,10650,9050,6700,8750,8250,23975,16350,3100,1750,0.424364123
241216,4200,3178.5,3500,PrivacySuppressed,PrivacySuppressed,3500,5566.5,3500,3630,4391.5,3500,10680,6700,2000,1000,0.028776978
241225,8250,4500,5500,PrivacySuppressed,PrivacySuppressed,5500,5500,5500,5500,5500,5500,16250,11000,3200,2000,0.133126935
241304,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
241331,25000,5500,8658.5,11633,9650,9500,10500,9734.5,12800,12750,8750,32250,22850,3666.5,2333,0.832134293
241377,9750,5500,7250,PrivacySuppressed,PrivacySuppressed,6400,7750,7400,6750,7500,6800,19000,12750,3500,2000,0.070030121
241386,9750,5500,7250,PrivacySuppressed,PrivacySuppressed,6400,7750,7400,6750,7500,6800,19000,12750,3500,2000,0.070030121
241395,13195,5500,7400,9163.5,13935,7350,9500,8000,7525,7750,7998,26022,16500,3500,1800,0.390083945
241410,13195,5500,7400,9163.5,13935,7350,9500,8000,7525,7750,7998,26022,16500,3500,1800,0.390083945
241517,2525,2240,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,2100,3500,PrivacySuppressed,PrivacySuppressed,2550,2334,PrivacySuppressed,3950,1500,PrivacySuppressed,0.03221909
241614,PrivacySuppressed,3500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,4500,5250,5250,3500,PrivacySuppressed,8250,3500,PrivacySuppressed,0.169934641
241720,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
241739,7500.5,3367,4261,5750,7500,3500,5597,4750,4259,4201,4831,16365,9678,2059,1172,0.362415249
241766,9000,4625,5500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,4500,6758.5,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,12000,3500,PrivacySuppressed,0.225806452
241793,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,
241836,9500,4820,7500,9500,15633,4000,9500,8500,7325,9120,7600,20542,18798,3400,2000,0.240017552
241906,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
241951,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
242042,,,,,,,,,,,,,,,,PrivacySuppressed
242112,6160,3800,6061,PrivacySuppressed,PrivacySuppressed,3850,6211,5500,4750,6500,4750,10350,8744.5,3225,1901,0.054200542
242121,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
242130,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
242149,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
242316,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
242413,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
242422,3499,2500,2500,PrivacySuppressed,PrivacySuppressed,2965,3000,2750,3500,3081,3000,5500,3500,1750,1200,0.013395553
242556,,,,,,,,,,,,,,,,PrivacySuppressed
242565,,,,,,,,,,,,,,,,PrivacySuppressed
242583,,,,,,,,,,,,,,,,PrivacySuppressed
242617,7000,4500,4500,5500,6250,4500,5500,4900,5000,4500,5250,16832,10000,2750,1700,0.136525205
242626,7000,4500,4500,5500,6250,4500,5500,4900,5000,4500,5250,16832,10000,2750,1700,0.136525205
242635,7000,4500,4500,5500,6250,4500,5500,4900,5000,4500,5250,16832,10000,2750,1700,0.136525205
242644,7000,4500,4500,5500,6250,4500,5500,4900,5000,4500,5250,16832,10000,2750,1700,0.136525205
242653,7000,4500,4500,5500,6250,4500,5500,4900,5000,4500,5250,16832,10000,2750,1700,0.136525205
242662,7000,4500,4500,5500,6250,4500,5500,4900,5000,4500,5250,16832,10000,2750,1700,0.136525205
242680,7000,4500,4500,5500,6250,4500,5500,4900,5000,4500,5250,16832,10000,2750,1700,0.136525205
242699,7000,4500,4500,5500,6250,4500,5500,4900,5000,4500,5250,16832,10000,2750,1700,0.136525205
242705,7000,4500,4500,5500,6250,4500,5500,4900,5000,4500,5250,16832,10000,2750,1700,0.136525205
242723,7000,4500,4500,5500,6250,4500,5500,4900,5000,4500,5250,16832,10000,2750,1700,0.136525205
242750,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
242820,3500,1750,1667,4430,8566,2935,3332,2872.5,3200.5,2652,3500,11183,6607,880,703,0.269740998
242884,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
242945,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
242954,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
242972,9000,4500,5334,6334,7040,4500,6303,5500,5030,5500,5500,15700,9834,3000,1485,0.407968519
242981,9000,4500,5334,6334,7040,4500,6303,5500,5030,5500,5500,15700,9834,3000,1485,0.407968519
243072,2386,1348,1667.5,PrivacySuppressed,PrivacySuppressed,1708,2000,1878,1755.5,1648,1998.5,5500,3335,824,412,0.231386025
243081,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,
243106,5500,4500,4500,PrivacySuppressed,PrivacySuppressed,4500,5500,4500,4500,4500,4775,11000,6750,2750,2250,0.05805114
243115,4500,4200,4500,PrivacySuppressed,PrivacySuppressed,4500,5500,4500,4500,4450,4500,9500,5500,3500,2750,0.010561423
243133,5500,4500,4600,PrivacySuppressed,PrivacySuppressed,4500,5500,4500,5250,5500,4500,10000,6750,3500,2250,0.019890602
243142,PrivacySuppressed,PrivacySuppressed,4500,PrivacySuppressed,PrivacySuppressed,4500,3666,4500,4500,4500,4500,9166,5500,3000,1833,0.044170519
243151,4500,4200,4350,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,4500,4300,4300,4500,8500,5500,3500,2500,PrivacySuppressed
243179,5000,3500,4500,PrivacySuppressed,PrivacySuppressed,4500,5500,4500,4975,4500,4500,10950,6000,2750,2250,0.026871401
243188,4125,3500,3500,PrivacySuppressed,PrivacySuppressed,3500,4000,3900,3500,3100,3500,8000,5250,2250,1750,0.034079844
243197,6550,5500,5500,6000,5500,5500,5500,5500,5500,5500,5500,15500,11000,4500,3000,0.101351351
243203,5500,4500,5500,PrivacySuppressed,PrivacySuppressed,5500,5500,5500,5500,5500,5500,11000,8000,4500,3000,0.28358209
243212,5500,4500,5000,PrivacySuppressed,PrivacySuppressed,5000,5500,5300,5000,5500,5000,11000,7500,3500,2750,0.01402167
243221,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,13232,9000,4500,2800,0.072164949
243346,6789.5,3275,3500,5500,7250,3500,5250,4340,3500,3675.5,4230,15268,8735,1755,1034,0.379306041
243407,,,,,,,,,,,,,,,,PrivacySuppressed
243443,14750,5700,9300,10600,10000,7000,16250,9500,10175,12350,8750,23000,18000,4100,2000,0.426726279
243498,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,
243568,5500,4166,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,11000,3000,PrivacySuppressed,0.333333333
243577,16500,6882,8332,9500,11498.5,7749.5,11966.5,10464,8666,7417,9166,31833,19500,3667,2000,0.521024967
243586,13195,5500,7400,9163.5,13935,7350,9500,8000,7525,7750,7998,26022,16500,3500,1800,0.390083945
243601,7520,3279,3870,6007,7243,3500,5500,4457.5,4347.5,4478,4386,17810,9644,1987,1042,0.335602152
243638,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
243647,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
243665,15150,5500,7723,7500,5500,5500,10500,7848,6500,7696,7000,24758,14750,4225,2625,0.455804047
243744,12782,8539.5,7497.5,8473,15000,12000,10904,11028,12106,9428,12500,27298.5,21500,5500,2801.5,0.468427095
243780,22500,9813,18750,19500,19500,19500,20587,19500,19500,20500,19500,32701,27000,9749,5500,0.807296137
243799,9500,4750,8862,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,8838,9181,PrivacySuppressed,9500,4750,PrivacySuppressed,PrivacySuppressed
243823,6365,5000,6250,6365,6365,4750,6365,6250,6365,6365,6250,14250,9500,4750,2750,0.906779661
243832,9500,4820,7500,9500,15633,4000,9500,8500,7325,9120,7600,20542,18798,3400,2000,0.240017552
243841,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
244011,25827.5,9500,12667,17014,17000,14500,13000,14252,13259,13668,13486,33795,25729,5236.5,3167,0.800189188
244154,25827.5,9500,12667,17014,17000,14500,13000,14252,13259,13668,13486,33795,25729,5236.5,3167,0.800189188
244190,28000,8942,19350,20900,22440,22500,16875,21132.5,21253,21764,20892.5,36500,29200,8750,5000,0.967071057
244233,26800,9452,16792,20000,19097,15854.5,18019.5,17904,15164,17000,17834,33751.5,26704,6334,3167,0.945489942
244279,13000,4456,9500,PrivacySuppressed,PrivacySuppressed,9500,10757,PrivacySuppressed,PrivacySuppressed,9974,10666,22334,13000,6663,2287,0.884328358
244437,12060,5500,6000,5500,5500,4500,8560,6186,5500,6250,5500,20729,11000,3151,1750,0.441194725
244446,9500,5500,6000,5500,5500,3636,6332,6000,5500,6332,5500,15000,9832,3166,1816,0.513268608
244491,16500,4750,12000,12000,10707.5,12000,16523,PrivacySuppressed,PrivacySuppressed,12000,12000,20000,20000,5500,3500,0.955172414
244561,7917,3959,7917,7917,4584,4584,7917,7917,7917,7917,7917,7917,7917,3959,2500,0.892778993
244613,8023,3629.5,8023,8023,8022,5642,8023,PrivacySuppressed,PrivacySuppressed,8023,8023,9500,9500,5500,2996,0.890262751
245069,6336,4728.5,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,7938,3323,PrivacySuppressed,0.795555556
245281,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
245290,4000,4750,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,4669.5,3500,3500,4500,4155,3900,9833,9500,3500,2750,0.702702703
245342,22001,7571,13000,16471,13000,12000,14700,12667,16406,13000,14084,32500,23167,6334,3167,0.849956955
245421,12873.5,5816,9500,8360,5500,7430.5,9500,9500,8230,9500,9403.5,20000,16500,4840,3007,0.911591356
245430,12873.5,5816,9500,8360,5500,7430.5,9500,9500,8230,9500,9403.5,20000,16500,4840,3007,0.911591356
