UNITID,C100_4,C100_L4,C150_4,C150_L4,C150_4_POOLED,C150_L4_POOLED,C150_4_WHITE,C150_4_BLACK,C150_4_HISP,C150_4_ASIAN,C150_4_AIAN,C150_4_NHPI,C150_4_2MOR,C150_4_NRA,C150_4_UNKN,C150_L4_WHITE,C150_L4_BLACK,C150_L4_HISP,C150_L4_ASIAN,C150_L4_AIAN,C150_L4_NHPI,C150_L4_2MOR,C150_L4_NRA,C150_L4_UNKN,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN
154341,,0.5821,,0.7164,,0.705187283,,,,,,,,,,0.7368,0,0.8333,0.3333,,,,,,,0.7,,,0.7444
154350,0.6373,,0.7254,,0.687449287,,0.7314,0.4444,0.8,0.6667,1,,0.5714,1,1,,,,,,,,,,0.8177,,,,0.7342
154378,,0.1617,,0.287,,0.271009034,,,,,,,,,,0.3239,0.0606,0.1333,0,0.5,0,0.1111,0.2857,0.5,,0.508,,0.3143,0.3724
154396,,0.3948,,0.4013,,0.410203021,,,,,,,,,,0.413,0.3333,0.4,,0,,0.2667,1,0,,0.554,,0.3333,0.4412
154448,,0.2692,,0.8269,,0.771624409,,,,,,,,,,0.85,0.6,0.8333,,,,,,1,,0.8182,,,0.6038
154457,,0.8571,,0.8571,,0.803923529,,,,,,,,,,0.875,1,0.6667,1,,,,,,,0.8889,,,0.7867
154466,,0.1163,,0.6047,,0.589994,,,,,,,,,,0.5946,1,0.5,,,,,,,,0.7368,,,0.6737
154493,0.2394,,0.383,,0.389196591,,0.4754,0.1429,0.1818,0.25,,,,,0.375,,,,,,,,,,0.6653,,0.6538,,0.6477
154518,0.2288,,0.3305,,0.382218147,,0.4302,0.0714,0.0769,,0,,0,0,,,,,,,,,,,0.5378,,0,,0.887
154527,0.6477,,0.7104,,0.667021822,,0.7366,0.6333,0.25,0.25,1,,0.75,0.7826,0.25,,,,,,,,,,0.7439,,,,0.6844
154536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154545,,0.5946,,0.5946,,0.608682609,,,,,,,,,,0.4906,0.8889,0,,,,1,,,,0.6364,,,0.3651
154572,,0.115,,0.1834,,0.190190588,,,,,,,,,,0.2005,0.0333,0.1308,0.1111,0.0526,0,0.25,0.5,0.2542,,0.5644,,0.3566,0.3995
154590,0.203,,0.3515,,0.3779431,,0.4336,0.1404,0.375,0.75,0.5,,,0.75,0.1,,,,,,,,,,0.627,,,,0.7821
154642,,0.2751,,0.3706,,0.30035265,,,,,,,,,,0.3771,0.25,0.4167,0.6667,0.4,,,,0,,0.5096,,0.203,0.2703
154688,0.4149,,0.5768,,0.54787943,,0.6209,0.4,0.6,1,1,,0.5,0,0.3529,,,,,,,,,,0.8,,,,0.7296
154697,,0.2038,,0.2796,,0.287802683,,,,,,,,,,0.3017,0.2203,0.2449,0,0.25,1,0.1429,,0.25,,0.5369,,0.3543,0.0922
154712,0.4369,,0.596,,0.594195756,,0.9147,1,0.85,,0.5,,1,0.5,0.1161,,,,,,,,,,0.7733,,,,0.5367
154721,0.2529,,0.3736,,0.380805298,,0.3852,0.2857,0.3889,0,0,,0.8,0.25,0,,,,,,,,,,0.5967,,,,0.1533
154749,0.4237,,0.5763,,0.553123009,,0.6304,0.2857,0.3636,,0.3333,,,0.6,,,,,,,,,,,0.626,,,,0.749
154767,,,0.2935,,0.304635762,,0.3091,0.2273,0.2,0.375,1,,,,0,,,,,,,,,,,,,,0.6975
154776,,,0.3896,,0.354604255,,0.4,0.4091,0.4286,0.4,0,,,,,,,,,,,,,,0.5,,,,0.7598
154794,,0.2857,,0.3571,,0.327252727,,,,,,,,,,0.4545,0.1875,0.1111,0,0.3333,,,,,,0.875,,,0.8488
154800,,0.1407,,0.2335,,0.229404974,,,,,,,,,,0.2644,0.1617,0.1905,0.1304,0.0333,,,0.1538,0.268,,0.576,,0.3533,0.2937
154837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0488
154855,0.2258,,0.3922,,0.440883871,,0.4211,0.5556,0.1111,0,0,,0.5,1,,,,,,,,,,,0.5431,,,,0.4874
154907,,0.2773,,0.3068,,0.267024084,,,,,,,,,,0.3636,0.1282,0,0,0,,0.2727,0.4,0,,0.4902,,0.7347,0.267
154925,,0.3287,,0.3642,,0.353822498,,,,,,,,,,0.4068,0.2713,0.5789,0.25,0.4348,1,0.3095,0.2308,,,0.6081,,0.7576,0.2422
154934,,0.2917,,0.35,,0.466057143,,,,,,,,,,0.3867,0.1333,0.25,0,0,,,0.4211,,,0.5328,,0.3333,0.4244
154952,,0.2229,,0.3276,,0.306912386,,,,,,,,,,0.3445,0.2029,0.3269,0.4444,0.3333,0,0.3019,,0,,0.5847,,0.2637,0.4257
154970,,0.0923,,0.6615,,0.621428571,,,,,,,,,,,,,,,,,,,,0.5333,,,0.7227
154998,,0.4359,,0.5245,,0.47240184,,,,,,,,,,0.5476,0.2308,0.6,1,0.3333,0.5,0.7273,0.75,,,0.4914,,0.3519,0.1378
155007,,,0.1707,,0.2374875,,0,0.1667,0.2381,0,0,,,0,,,,,,,,,,,0.4476,,0.1333,,0.2553
155025,0.2175,,0.3874,,0.396992275,,0.4091,0.1842,0.2143,0.5,,,1,0.6667,0.3077,,,,,,,,,,0.726,,0.5714,,0.6347
155052,,0.4077,,0.5462,,0.609070782,,,,,,,,,,0.5842,0.5,0.3478,0.5,1,,,,,,0.7613,,0.6842,0.512
155061,0.1765,,0.4301,,0.438549704,,0.4474,0.1579,0.28,0.25,0,,,0.25,0.4074,,,,,,,,,,0.6756,,0.4,,0.4054
155070,0.4242,,0.4706,,0.535219718,,0.5172,0,0,1,0,,,,,,,,,,,,,,0.6216,,1,,0.6752
155089,0.137,,0.3432,,0.331150325,,0.3223,0.3333,0.125,0,0.5,,,,0.5652,,,,,,,,,,0.6798,,0.1667,,0.7495
155098,,0.0867,,0.3084,,0.506090344,,,,,,,,,,0.3186,0.3191,0,0.5,0.1667,1,0.1818,0,,,0.5117,,0.2458,0.4288
155104,,0.2962,,0.3723,,0.35149802,,,,,,,,,,0.3846,0.2703,0.3871,0.6667,,0,,0.3333,0.1667,,0.6315,,0.3387,0.2008
155140,,,0.2294,,0.147097738,,,,,,0.2294,,,,,,,,,,,,,,,,,,0
155159,,0.1563,,0.75,,0.75609187,,,,,,,,,,,,,,,,,,,,0.9535,,,0.6972
155177,,0.4051,,0.5487,,0.546131421,,,,,,,,,,0.6241,0.3571,0.0909,0,,1,0,0.5625,0.3333,,0.638,,0,0.773
155186,,0.2194,,0.2747,,0.297063746,,,,,,,,,,0.3099,0.1622,0.25,0,0.2,0,0.1667,,0.1,,0.3795,,0.2157,0.269
155195,,0.2,,0.2716,,0.278881456,,,,,,,,,,0.3038,0.1818,0.2143,0,0.2727,,0.2222,0,0.2203,,0.5967,,0.3146,0.2167
155201,,0.2055,,0.274,,0.243533405,,,,,,,,,,0.2953,0.1515,0.2,0.5,0.2222,0,0.5,0.375,0.1667,,0.3643,,0.2105,0.1387
155210,,0.1166,,0.15,,0.143121334,,,,,,,,,,0.1487,0.0976,0.1429,0.2167,0.0833,0,0.1333,0.1806,0.2069,,0.6294,,0.4497,0.1663
155283,,,0.5411,,0.578019289,,0.5864,0.4828,0.6406,0.6667,0.625,0,0.5,,0.1429,,,,,,,,,,,,,,0.4502
155292,,0.1711,,0.2226,,0.211894444,,,,,,,,,,0.2602,0.1856,0.191,0.3182,0,0,0.1429,0.2222,0.2,,0.5657,,0.373,0.2686
155308,0.3333,,0.3333,,0.3333,,0,1,,,,,,,,,,,,,,,,,0,,,,0
155317,0.3718,,0.6,,0.607710457,,0.6101,0.4525,0.5314,0.6374,0.4167,,,0.649,0.5823,,,,,,,,,,0.8042,,0.7157,,0.4456
155335,0.313,,0.4783,,0.500019758,,0.4881,0.5,0.3636,0.8,0.3333,,,0.4,,,,,,,,,,,0.7195,,0,,0.2723
155353,,0.1846,,0.3846,,0.3923,,,,,,,,,,,,,,,,,,,,0.8182,,,0.6471
155399,0.2751,,0.5858,,0.589963162,,0.6225,0.2378,0.4662,0.5152,0.5,0.5556,0.4894,0.4278,0.5758,,,,,,,,,,0.8324,,0.5385,,0.4922
155414,0.2391,,0.3261,,0.370987097,,0.3654,0.125,0.2,0.3333,0,,,0.5,,,,,,,,,,,0.6291,,,,0.7776
155423,,0.6222,,0.7444,,0.783086747,,,,,,,,,,,,,,,,,,,,0.759,,0.6729,0.2917
155441,,0.5556,,0.7778,,0.800012,,,,,,,,,,,,,,,,,,,,0.5714,,0.5714,0.4091
155450,,0.0897,,0.0897,,0.099786311,,,,,,,,,,0.1143,0,0,,0,0,0,0,,,0.5284,,0.2,0.1379
155487,,0.4769,,0.5692,,0.458064516,,,,,,,,,,0.6111,0.6667,0,,0,1,0.5,,0,,0.5625,,0.6355,0.5103
155496,0.2955,,0.4545,,0.407404938,,0.481,0,,,1,,,1,0,,,,,,,,,,0.5972,,,,0.6667
155511,0.4444,,0.4815,,0.486979554,,0.49,0.4,0.5455,0.25,0.2,1,0.75,,,,,,,,,,,,0.5706,,,,0.8116
155520,0.3317,,0.5,,0.527061176,,0.4972,0.3333,0.7143,0,0.5,,0.8571,,0,,,,,,,,,,0.6717,,0.5,,0.6516
155566,,0.1932,,0.2386,,0.231009747,,,,,,,,,,0.2234,0.1333,0.4583,0,0.3333,1,0.1667,0.25,,,0.5401,,0.3784,0.2056
155593,,0.7071,,0.7071,,0.661940426,,,,,,,,,,0.712,0,1,,0.5,,,,,,0.6606,,1,0.5474
155618,,0.5661,,0.6074,,0.614165854,,,,,,,,,,0.6832,0.3333,0.5424,,0,0.5,0,0.2222,,,0.6011,,0.5,0.4816
155627,0.199,,0.3134,,0.32318453,,0.3884,0.1818,0.0909,0.5,0.3333,,,,0.3333,,,,,,,,,,0.6319,,0,,0.7621
155636,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.6575
155681,0.2433,,0.501,,0.501248628,,0.5136,0.3125,0.5357,0.5,0.381,,,0.4444,0.4,,,,,,,,,,0.7234,,0.3125,,0.5855
155715,,0.3169,,0.3868,,0.392978598,,,,,,,,,,0.4702,0.1429,0.1667,,0.5,0,0.1364,0.6,0.25,,0.5515,,0.2727,0.355
155812,0.2655,,0.3451,,0.413386034,,0.3514,0.2857,0.4286,0,0,,1,,0.5,,,,,,,,,,0.6923,,,,0.6472
155830,,0.6434,,0.6512,,0.631805054,,,,,,,,,,0.6436,0.7143,0.6,0.5,1,,,,1,,0.7483,,0.625,0.3378
155858,,0.3029,,0.3586,,0.343620128,,,,,,,,,,0.381,0.32,0.3544,0.25,0.6667,,0.2857,0.3529,0.2,,0.6346,,0.1176,0.1006
155867,,0,,0.6923,,0.619059048,,,,,,,,,,,,,,,,,,,,0.8571,,,0.3788
155900,0.4241,,0.538,,0.533804054,,0.5798,0.2667,0.5,,0.3333,,1,0.5,0.5,,,,,,,,,,0.6641,,,,0.5133
155937,0.2933,,0.3933,,0.409485714,,0.4262,0.3636,0.375,,0,,,,0,,,,,,,,,,0.6331,,,,0.7377
155973,0.383,,0.4823,,0.513426437,,0.7595,1,0.3333,0.5,0,,0.5,1,0,,,,,,,,,,0.6101,,,,0.745
156082,0.1275,,0.3402,,0.35256987,,0.4087,0.2432,0.1667,0.3333,0.5,,0.4615,0.125,0.2037,,,,,,,,,,0.6547,,0.3194,,0.5203
156107,,0.267,,0.3786,,0.432059753,,,,,,,,,,0.4956,0.0769,0.4737,0.5,0.4286,,0.2,,0.2143,,0.619,,0.4188,0.4145
156125,0.1947,,0.4445,,0.4536938,,0.4721,0.2857,0.3021,0.5301,0.2941,,0.75,0.4286,0.3182,,,,,,,,,,0.7463,,0.3385,,0.5096
156134,,0.5307,,0.5658,,0.609283314,,,,,,,,,,0.5922,0.4505,0.5195,0.8571,0.4118,0.3333,0.65,,0,,0.6201,,,0.7528
156189,0.4497,,0.5132,,0.41802623,,0.5243,0,0,0,0,,,,,,,,,,,,,,0.7513,,,,0.6815
156213,0.5599,,0.6773,,0.660254808,,0.6996,0.1429,0.5455,0.4,,,,1,0.3333,,,,,,,,,,0.8137,,,,0.7001
156222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156231,,0.0602,,0.1973,,0.196419013,,,,,,,,,,0.1993,0.1111,0,,,,0.3333,,0.3333,,0.5478,,0.3203,0.4076
156277,,0.5556,,0.6889,,0.701162069,,,,,,,,,,0.6579,1,0,1,,,,,1,,0.6129,,,0.4361
156286,0.5309,,0.6755,,0.6702,,0.6752,0.6538,0.7222,0.5833,0.6667,1,0.75,0.9091,0.5833,,,,,,,,,,0.7967,,0.5,,0.6213
156295,0.4455,,0.6223,,0.619476471,,0.5813,0.619,0.8889,0.6,0.5,,,1,0.6667,,,,,,,,,,0.8413,,,,0.2773
156310,,0.004,,0.264,,0.262663291,,,,,,,,,,0.2857,0.2469,0,0.3333,,0,0,0,,,0.6897,,1,0.5814
156338,,0.0417,,0.2458,,0.220576617,,,,,,,,,,0.2745,0.0385,0.5,0,,,0,,0,,0.6503,,0.4425,0.3646
156356,0.1071,,0.2566,,0.275354589,,0.2718,0.1667,,0,,,,0,,,,,,,,,,,0.6623,,,,0.8219
156365,0.2699,,0.3937,,0.413953968,,0.4343,0.2333,0.2,1,0,,,0.3421,0.3333,,,,,,,,,,0.5759,,0.5,,0.4843
156392,,0.0877,,0.1687,,0.176524171,,,,,,,,,,0.1816,0.0476,0.2273,0.2632,0,0,0.2121,0.1818,0.2727,,0.5413,,0.3872,0.3959
156408,0.8006,,0.8214,,0.820527607,,0.8271,0.6667,1,0.7143,,,,0.875,,,,,,,,,,,0.9019,,,,0.4591
156417,0.4615,,0.6154,,0.514722059,,0.6154,,,,,,,,,,,,,,,,,,0.6,,0,,0
156426,,0.4821,,0.5536,,0.448289655,,,,,,,,,,0.549,1,1,,,,0,,0,,0.619,,0.7143,0.5753
156444,,0.5,,0.625,,0.617658824,,,,,,,,,,0.625,,,,,,,,,,0.75,,,0.0364
156471,,0.4825,,0.6307,,0.626933542,,,,,,,,,,0.75,0.4194,,1,,,0.6667,0,0.4554,,0.5571,,,0.9203
156541,0.251,,0.3556,,0.39517341,,0.4241,0.1639,0.3889,0.5,0,,,0.087,,,,,,,,,,,0.5984,,,,0.5115
156620,0.193,,0.4186,,0.403770096,,0.4315,0.2517,0.3214,0.5789,0.1,,,0.4,0.4,,,,,,,,,,0.7183,,0.4737,,0.5829
156648,,0.1029,,0.2413,,0.237792947,,,,,,,,,,0.2585,0.0845,0.22,0.2222,0,,0.1739,,0.25,,0.5935,,0.3455,0.3786
156727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156745,0.4459,,0.5488,,0.557053423,,0.5479,0.5333,0.8,0,,,0.5714,0.5,,,,,,,,,,,0.6667,,,,0.7967
156754,,0.0185,,0.3519,,0.273828571,,,,,,,,,,0.383,0.25,,,,0,0,,,,0.7143,,,0.6
156790,,0.1493,,0.3062,,0.290741389,,,,,,,,,,0.3043,0.5,0,0,1,,0.5,,,,0.6091,,0.3505,0.2947
156842,,0,,1,,0.525174101,,,,,,,,,,1,,,,,,,,,,0.7692,,1,0.6046
156851,,0.1158,,0.2474,,0.231445714,,,,,,,,,,0.2544,0.0909,0.3333,,,,0.25,,,,0.5263,,0.3678,0.3217
156860,,0.1157,,0.213,,0.204372237,,,,,,,,,,0.2465,0.1176,0.3,0,0,0.3333,0.0769,,0,,0.5772,,0.3216,0.3658
156903,,,0.56,,0.446817021,,0.5,0.6,1,,,,,,,,,,,,,,,,,,,,0.8605
156921,,0.0357,,0.1261,,0.11882729,,,,,,,,,,0.1523,0.0529,0.1026,0.1667,0,0,0.0645,0,0,,0.5115,,0.401,0.3398
156949,,0.6,,0.8,,0.827586207,,,,,,,,,,0.8,,,,,,,,,,0.9231,,0.75,0
156967,,0.0294,,0.6765,,0.6912,,,,,,,,,,0.7647,0.6667,,0,,,0,,,,0.6667,,,0.4957
157021,,,0.3491,,0.354322222,,0.4032,0.2889,0,,,,1,,0.2105,,,,,,,,,,,,,,0.8229
157030,0.2143,,0.5333,,0.468745313,,0.5714,0,,,,,,,,,,,,,,,,,0.5789,,,,0.4304
157058,0.0657,,0.1979,,0.188527078,,0.1207,0.2112,0.6667,,,,,0.5,0.1727,,,,,,,,,,0.4372,,0.2222,,0.6414
157076,0.3699,,0.4064,,0.390800802,,0.3977,0.2778,0.25,0,,,,0.6667,0.5909,,,,,,,,,,0.6564,,,,0.8843
157085,0.3275,,0.6139,,0.616079367,,0.627,0.4303,0.6308,0.6667,0.5385,,0.6774,0.7742,0.6641,,,,,,,,,,0.8218,,0.4769,,0.4426
157100,0.25,,0.3438,,0.365348297,,0.5714,0.2222,1,0,,,,0.6667,0,,,,,,,,,,0.5194,,,,0.7657
157207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157216,0.1853,,0.3492,,0.326021734,,0.383,0.1379,0,,0,0,1,0.2258,0.3158,,,,,,,,,,0.623,,1,,0.7927
157270,,,0.5294,,0.5294,,0.5517,0.3333,,,,,0.6667,,,,,,,,,,,,,,,,0.6371
157289,0.3592,,0.5353,,0.534802267,,0.5419,0.5018,0.4667,0.6212,0.3333,1,0.4524,0.5625,0.2222,,,,,,,,,,0.8057,,0.5625,,0.4158
157298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157304,,0.1337,,0.2857,,0.295784848,,,,,,,,,,0.2857,0.3333,0,0,,,0.6,,,,0.7028,,0.5207,0.2136
157331,,0.1786,,0.2919,,0.294477143,,,,,,,,,,0.297,0.1,0.5,,0,,0.1667,,0,,0.5124,,0.4121,0.4056
157377,0.2417,,0.4333,,0.488441584,,0.5158,0.1333,0.5,,0,0,,,0,,,,,,,,,,0.7975,,0.7857,,0.7097
157386,0.2405,,0.4273,,0.414830457,,0.4388,0.2759,0.375,0.5,0,,0,0.75,0.2,,,,,,,,,,0.6968,,0.3333,,0.4885
157401,0.2862,,0.52,,0.524455641,,0.5292,0.4261,0.6667,0.5833,0.2,,,0.5217,0.4906,,,,,,,,,,0.7241,,0.25,,0.4772
157438,,0.1193,,0.2963,,0.319512435,,,,,,,,,,0.3085,0.2381,0.3333,,0,,0.2857,,0,,0.6461,,0.5723,0.4458
157447,0.1284,,0.3618,,0.370265589,,0.3783,0.2051,0.325,0.4615,0.25,,,0.5833,0.3043,,,,,,,,,,0.6929,,0.4524,,0.5413
157456,,1,,1,,0.8,,,,,,,,,,1,,,,,,,,,,0.6667,,,0.2593
157465,,,0.2157,,0.266676,,0.234,0,,,,,0,,,,,,,,,,,,,,,,0.8689
157483,,0.2386,,0.3676,,0.374791549,,,,,,,,,,0.3865,0.2,0.4375,0.5,0.25,0,0.1818,,0,,0.6641,,0.386,0.2413
157508,,0.9184,,0.9184,,0.869604348,,,,,,,,,,0.8788,1,,,,,,,,,0.2143,,0.1538,0.1138
157535,0.2531,,0.3955,,0.346342683,,0.4423,0,0.25,0,,,,,,,,,,,,,,,0.5495,,,,0.5362
157553,,0.0824,,0.2004,,0.178804522,,,,,,,,,,0.1977,0.3333,0.375,,,,0,,0.25,,0.6177,,0.3562,0.3188
157599,,,0.2143,,0.238850394,,0.2784,0.1443,0.3,0,,,,,0.2,,,,,,,,,,,,,,0.7577
157614,,0,,0.56,,0.509784314,,,,,,,,,,0.5833,0.3333,0,,,,,,0.6667,,0.4444,,0.7778,0.6584
157632,0.3077,,0.3108,,0.244843448,,0.3282,0.0833,1,0,,,,0,0.5,,,,,,,,,,0.5733,,,,0.635
157650,,0.0161,,0.5,,0.421882813,,,,,,,,,,0.52,0.6,0.3333,,0,,0,,0.5,,0.5714,,0.5556,0.6602
157669,,0,,0.413,,0.383697674,,,,,,,,,,0.4,0.4063,,,,,0,,0.6667,,0.5152,,0,0.512
157678,,0,,0.5303,,0.486710619,,,,,,,,,,0.5,0.6667,0,1,0,1,1,,0.5455,,0.4583,,0.6667,0.6809
157696,,,0.3053,,0.303874586,,0.3253,0.2222,0,,0,,,,0,,,,,,,,,,1,,,,0.7652
157711,,0.1068,,0.2498,,0.249334269,,,,,,,,,,0.2488,0.1818,0.4118,0,0,0.5,0.2857,,0,,0.5723,,0.3372,0.4458
157739,,0.153,,0.2918,,0.270438554,,,,,,,,,,0.3049,0,0,,0,,0.3333,,0.25,,0.6284,,0.3607,0.2222
157757,0.0686,,0.3824,,0.392383254,,0.4058,0.2857,,0,,,,0.6667,0.375,,,,,,,,,,0.7363,,0.2903,,0.6725
157766,,,0.5766,,0.5766,,0.6016,0.3962,0.5,0.6667,,,0.75,,,,,,,,,,,,,,,,0.636
157793,,,0.4453,,0.466905187,,0.4312,0.5294,0.5,,,,0.3333,,0.5,,,,,,,,,,,,,,0.6355
157809,0.3213,,0.4621,,0.513320152,,0.5,0.0769,0.5,1,0,,1,1,0.25,,,,,,,,,,0.7121,,,,0.5379
157818,0.6317,,0.7048,,0.713870769,,0.7132,0.875,0.6,1,1,,1,,0.5,,,,,,,,,,0.8339,,,,0.5961
157827,,0.52,,0.52,,0.537024074,,,,,,,,,,0.4667,,,0.6,,,,,,,0.5882,,0.3704,1
157863,0.168,,0.3197,,0.32838607,,0.3547,0.125,0,0,,,0,0.5,,,,,,,,,,,0.6192,,1,,0.7463
157951,0.2652,,0.4355,,0.436130132,,0.4821,0.2008,0.3226,0.3939,0.25,,,0.4286,0.5116,,,,,,,,,,0.7307,,0.3235,,0.5161
158088,,0.4326,,0.7179,,0.650213752,,,,,,,,,,0.7305,0.6934,0.3333,1,1,,0.8333,,1,,0.3779,,0.4841,0
158158,,0.0769,,0.6462,,0.611667961,,,,,,,,,,,,,,,,,,,,0.6327,,0.7778,0.5159
158246,,0.7959,,0.8112,,0.869152326,,,,,,,,,,,,,,,,,,,,0.7042,,,0.841
158325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6964
158334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5909
158343,,0.9302,,0.9302,,0.9302,,,,,,,,,,1,0.875,,,,,,,,,1,,1,0.6098
158352,,0.1607,,0.2398,,0.311307342,,,,,,,,,,0.3103,0.2215,0,1,,,0,,0,,0.4339,,0.3747,0
158431,,0.0361,,0.1059,,0.109700778,,,,,,,,,,0.1528,0.0574,0.1111,0.1818,0.2,0,0.5,,0.1392,,0.4463,,0.3901,0.5025
158440,,0.4103,,0.5641,,0.597411688,,,,,,,,,,0.75,0.4667,1,1,,,,,,,0.6471,,,0.1585
158477,0.4228,,0.5203,,0.551555605,,0.5198,0.5217,0.3636,1,0,,1,1,0,,,,,,,,,,0.8031,,1,,0.6092
158538,,0.7143,,0.8571,,0.79998,,,,,,,,,,,,,,,,,,,,0.8095,,,0
158617,,0.5683,,0.7905,,0.792051139,,,,,,,,,,,,,,,,,,,,,,,0.826
158644,,0.2264,,0.5283,,0.544553465,,,,,,,,,,,,,,,,,,,,0.75,,0.7143,0.3592
158662,,0.0465,,0.1132,,0.106681513,,,,,,,,,,0.159,0.0766,0.1742,0.1905,0.1667,0,0.1316,0,0.1145,,0.4768,,0.321,0.4883
158723,,0.5629,,0.6707,,0.613877007,,,,,,,,,,0.6977,0.7097,0.2,,1,,,,0.6364,,0.7248,,,0.8442
158778,,0.3864,,0.6364,,0.579733333,,,,,,,,,,,,,,,,,,,,0.2917,,,0
158787,,0.1176,,0.6765,,0.710953125,,,,,,,,,,,,,,,,,,,,0.8182,,,0.4338
158802,0.2428,,0.3642,,0.4104,,1,0.3653,1,,,,,0,0,,,,,,,,,,0.75,,0.2,,0.8833
158884,,0.0266,,0.117,,0.115827684,,,,,,,,,,0.2,0.0263,0,0,0,,0,,0,,0.4317,,0.3163,0.2733
159009,0.1216,,0.3017,,0.309140302,,0.4286,0.3246,0.75,,0,,,0.0938,,,,,,,,,,,0.6805,,0.5385,,0.897
159027,,0.037,,0.7778,,0.775875862,,,,,,,,,,,,,,,,,,,,1,,,0.6984
159197,,0.3905,,0.6923,,0.764109337,,,,,,,,,,0.8132,0.5634,1,,,,,,0,,0.7885,,,0.7652
159319,,0.6667,,1,,0.771905263,,,,,,,,,,,,,,,,,,,,1,,,0
159328,,0.1,,0.76,,0.703718519,,,,,,,,,,,,,,,,,,,,1,,,0
159373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5333
159382,0.1077,,0.2059,,0.172456716,,0.2046,0.1724,0.2,0,0.3333,,,0,0.375,,,,,,,,,,0.6419,,0.5882,,0.3994
159391,0.3703,,0.6739,,0.682158285,,0.6797,0.6009,0.6667,0.6821,0.6522,,,0.8043,0.7,,,,,,,,,,0.8463,,0.3333,,0.3486
159407,,0.0383,,0.1118,,0.105876899,,,,,,,,,,0.1392,0.0422,0.25,0,0,,0,,0.3333,,0.5553,,0.4667,0.6266
159416,0.1175,,0.3066,,0.315940435,,0.3514,0.2267,0.2222,0.25,0.3333,,,0.1429,0.2414,,,,,,,,,,0.6617,,0.4545,,0.3375
159513,,0.4493,,0.6739,,0.719990667,,,,,,,,,,,,,,,,,,,,0.7063,,,0.8062
159522,,0.4891,,0.7283,,0.721532911,,,,,,,,,,,,,,,,,,,,0.7273,,,0.8597
159531,,0.4348,,0.7826,,0.677955932,,,,,,,,,,,,,,,,,,,,0.75,,,0.4262
159568,0.2798,,0.4664,,0.444695532,,0.5145,0.3158,0.3333,0,0.25,,1,0,,,,,,,,,,,0.5434,,,,0.5896
159601,,0.1538,,0.6154,,0.645847917,,,,,,,,,,,,,,,,,,,,0.625,,,0.3103
159647,0.3006,,0.5236,,0.508405157,,0.5519,0.4217,0.4828,0.7778,0.5,,,0.5385,0.3478,,,,,,,,,,0.7985,,0.2041,,0.2959
159656,0.5094,,0.6194,,0.589885063,,0.6266,0.5155,0.6164,0.7143,0.8,,0.6667,0.619,0.6727,,,,,,,,,,0.7952,,0.25,,0.7084
159717,0.1636,,0.4119,,0.396949861,,0.439,0.2948,0.3333,0.3636,0.2857,,,0.6667,0.3333,,,,,,,,,,0.6975,,0.2353,,0.409
159939,0.1314,,0.3372,,0.329934821,,0.3251,0.2478,0.3218,0.3736,0.25,0,0.375,0.6742,0.28,,,,,,,,,,0.6912,,0.2667,,0.3621
159966,0.1887,,0.3969,,0.404548209,,0.4332,0.2845,0.4783,0.4167,0.2692,,,0.3214,0.3429,,,,,,,,,,0.6928,,0.5191,,0.5022
159993,0.1901,,0.405,,0.403223663,,0.428,0.3389,0.5263,0.5,1,,,0.5,0.4231,,,,,,,,,,0.7026,,0.4,,0.3755
160010,,0.3794,,0.4336,,0.456317324,,,,,,,,,,0.4458,0.4145,0.5,,1,,1,,0.25,,0.6377,,0.6129,0
160029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160038,0.2068,,0.3779,,0.375820455,,0.3946,0.3562,0.3636,0.4,0.3889,1,0.4,0,0.3023,,,,,,,,,,0.6843,,0.4828,,0.492
160065,0.0693,,0.2871,,0.284142623,,0.3559,0.125,0,0.3333,,,0.3333,,0.2857,,,,,,,,,,0.7222,,0,,0.7219
160074,0.3636,,0.3068,,0.328947368,,0.3281,0.1875,0.5,0.6667,,,,,0,,,,,,,,,,0.5234,,0.75,,0.6416
160117,,0.5172,,0.7586,,0.855259211,,,,,,,,,,,,,,,,,,,,0.625,,,0.9057
160126,,0.0625,,0.625,,0.6889,,,,,,,,,,,,,,,,,,,,0.8571,,,0.275
160135,,0.125,,0.5313,,0.553892308,,,,,,,,,,,,,,,,,,,,0.32,,,0.5714
160199,,0.0333,,0.6667,,0.623178261,,,,,,,,,,,,,,,,,,,,0.5625,,,0
160320,,0.6671,,0.8067,,0.760089288,,,,,,,,,,,,,,,,,,,,0.7165,,,0.907
160409,1,,1,,0.8611,,1,,1,,,,,,,,,,,,,,,,0.8889,,,,0.0526
160445,,0.125,,0.625,,0.6799976,,,,,,,,,,,,,,,,,,,,0.6429,,,0.7329
