UNITID,C100_4,C100_L4,C150_4,C150_L4,C150_4_POOLED,C150_L4_POOLED,C150_4_WHITE,C150_4_BLACK,C150_4_HISP,C150_4_ASIAN,C150_4_AIAN,C150_4_NHPI,C150_4_2MOR,C150_4_NRA,C150_4_UNKN,C150_L4_WHITE,C150_L4_BLACK,C150_L4_HISP,C150_L4_ASIAN,C150_L4_AIAN,C150_L4_NHPI,C150_L4_2MOR,C150_L4_NRA,C150_L4_UNKN,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN
459277,,0.3846,,0.7885,,0.759068675,,,,,,,,,,0.8158,0.6667,0.6897,0.75,0.6667,,,,1,,0.7451,,,0.434
459286,,0,,0.558,,0.597556098,,,,,,,,,,0.5851,0.5,0.45,0.5,1,,0.4167,,0.8,,0.4167,,0.75,0.5681
459295,,0.7419,,0.9355,,0.900023333,,,,,,,,,,,,,,,,,,,,0.9091,,1,0.3145
459301,,0.0625,,0.7188,,0.703422034,,,,,,,,,,,,,,,,,,,,0.7619,,0.5,0.6438
459310,,0.9231,,0.9231,,0.804885366,,,,,,,,,,,,,,,,,,,,0.9688,,,0
459329,,0.8643,,0.9214,,0.920115278,,,,,,,,,,0.9386,0.6667,0.9333,1,,,,,,,0.6489,,0.6667,0
459338,,0.3226,,0.7742,,0.820892537,,,,,,,,,,,,,,,,,,,,0.9444,,,0.2439
459347,,0.2941,,0.8235,,0.766668333,,,,,,,,,,,,,,,,,,,,1,,0.6667,0.5652
459356,,0.1415,,0.783,,0.753835385,,,,,,,,,,0.8824,,0.75,0.5556,,1,,0.7867,,,1,,0.75,0.1438
459365,,0.3125,,0.6875,,0.692287692,,,,,,,,,,,,,,,,,,,,0.8286,,0.4286,0.5714
459374,,0.9091,,0.9636,,0.9636,,,,,,,,,,,,,,,,,,,,,,,0.9175
459392,,0.6512,,1,,1,,,,,,,,,,,,,,,,,,,,0.875,,,0.2857
459408,,0.975,,0.975,,0.95,,,,,,,,,,,,,,,,,,,,0.8333,,1,0
459417,,,,,,,,,,,,,,,,,,,,,,,,,0.9444,,,,0.8046
459426,,0.7887,,0.9437,,0.926831707,,,,,,,,,,,,,,,,,,,,0.8421,,1,0.771
459435,,0.4375,,0.4375,,0.5,,,,,,,,,,0.4375,,,,,,,,,,0.6667,,,0
459444,,0.8333,,0.8333,,0.636345455,,,,,,,,,,,,,,,,,,,,0.6667,,1,0.8444
459453,,0,,0.7273,,0.666638889,,,,,,,,,,,,,,,,,,,,0.8947,,0.75,0.6068
459462,,0.5039,,0.6202,,0.616240938,,,,,,,,,,,,,,,,,,,,0.6588,,0.9286,0.4549
459471,,0.5,,0.75,,0.6875,,,,,,,,,,,,,,,,,,,,1,,0.7,0.7436
459480,,0.3636,,0.8182,,0.806451613,,,,,,,,,,0.9,,0,,,,,,,,0.7273,,,0.9268
459499,,0.8462,,0.8462,,0.916691667,,,,,,,,,,,,,,,,,,,,,,,0.7241
459514,,0.8571,,0.8571,,0.8571,,,,,,,,,,,,,,,,,,,,0.9259,,,0.8136
459523,,0.9524,,0.9762,,0.945476364,,,,,,,,,,,,,,,,,,,,0.375,,0,0
459532,,0.3444,,0.6222,,0.631581579,,,,,,,,,,,,,,,,,,,,0.9318,,,0.5686
459541,,0.25,,0.5625,,0.608673913,,,,,,,,,,,,,,,,,,,,1,,1,1
459550,,0.5616,,0.726,,0.772158228,,,,,,,,,,0.8,0.2,0.75,,0.5,1,0.5,,0.5,,0.9254,,1,0.5844
459569,,0.2632,,0.5789,,0.564079487,,,,,,,,,,,,,,,,,,,,0.6,,,0.5429
459578,,0.023,,0.7471,,0.863889349,,,,,,,,,,0.8116,0.2,0.8333,1,,,,,0.3333,,0.875,,0.8333,0.5721
459587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.916
459596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8967
459602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.848
459611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8353
459620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8378
459639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7871
459648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.741
459657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.861
459666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7623
459675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.753
459684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8514
459693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8339
459709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8356
459718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7627
459727,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,,,,0.1275
459736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
459833,,0.2,,0.2,,0.166666667,,,,,,,,,,1,0,,,,,,,,,0.2857,,0,0.8333
459842,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,0.3333,,0.8712
459851,,,,,,,,,,,,,,,,,,,,,,,,,0.4444,,,,0.8095
459930,,0.3861,,0.4059,,0.464445024,,,,,,,,,,0.5,0,0.4762,1,,,,,0.2857,,0.5826,,0.6207,0.7853
459958,,0.2043,,0.6,,0.64390868,,,,,,,,,,0.5357,0.5077,0.6667,1,,,0.6667,1,0.5843,,0.6364,,,0.6953
459967,,0.2082,,0.3709,,0.398984848,,,,,,,,,,,,,,,,,,,,0.689,,,0.7474
459985,,0.2644,,0.4569,,0.437244,,,,,,,,,,,,,,,,,,,,0.8532,,,0.7695
459994,0,,0.1333,,0.2,,0.1,0,0,,,,,,0.3333,,,,,,,,,,0.75,,0.3892,,0.5313
460002,,0.0571,,0.8,,0.789476316,,,,,,,,,,,,,,,,,,,,0.3,,0.4324,0.307
460011,,0.1379,,0.6552,,0.652629474,,,,,,,,,,,,,,,,,,,,0.8,,1,0.5975
460020,,0.1456,,0.4406,,0.507902372,,,,,,,,,,0.6176,0.4065,0.8,1,,,0.5,,0,,0.617,,,0.9411
460039,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.7372
460048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7744
460057,,0.234,,0.234,,0.343253731,,,,,,,,,,,,,,,,,,,,1,,,0.9375
460066,,0.2571,,0.8857,,0.841641667,,,,,,,,,,,,,,,,,,,,0.9524,,,0.6983
460075,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0.0556
460093,,0.4732,,0.6927,,0.720099549,,,,,,,,,,,,,,,,,,,,0.7808,,,0.5152
460109,,0.4528,,0.9245,,0.673489388,,,,,,,,,,0.9474,0.7778,1,,,,1,,,,0.7705,,,0.5556
460118,,0.2632,,0.6241,,0.636140712,,,,,,,,,,,,,,,,,,,,0.7692,,,0.5638
460127,,0.2959,,0.7245,,0.723766298,,,,,,,,,,,,,,,,,,,,0.8056,,,0.4815
460136,,0.3117,,0.6649,,0.666147344,,,,,,,,,,0.8072,0.6176,0.6124,0.7333,1,,0.6667,,1,,0.6656,,,0.6719
460145,,0.7306,,0.8135,,0.808146494,,,,,,,,,,,,,,,,,,,,0.7935,,,0.9513
460181,,0.4019,,0.6411,,0.784216751,,,,,,,,,,0.64,0.5802,0.7018,0.5,0,,1,,0.8,,0.6835,,,0.3946
460190,,0.3566,,0.5685,,0.699376168,,,,,,,,,,0.6912,0.5,0.6486,0.75,0,0.3333,0.3846,0,0.4878,,0.6855,,,0.4729
460206,,0.5815,,0.7082,,0.81539645,,,,,,,,,,0.7048,0.5435,0.7306,1,1,1,0.6,,1,,0.8232,,,0.4424
460215,,0.3659,,0.4878,,0.636384091,,,,,,,,,,0,,0,,,,,,0.5263,,0.5833,,,0.6803
460349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8644
460358,,0.4661,,0.553,,0.574668369,,,,,,,,,,0.5402,0.4348,0.7048,0.25,0.3333,0,0.5652,,1,,0.6567,,1,0.6393
460367,,0.6706,,0.7475,,0.781011157,,,,,,,,,,,,,,,,,,,,,,,0.6072
460394,,0.0609,,0.2294,,0.201591719,,,,,,,,,,0.3421,0.1395,0.2236,0.3125,0,,0.1538,0,0.3333,,0.6701,,0.4666,0.0238
460446,,0.0202,,0.5859,,0.594375,,,,,,,,,,,,,,,,,,,,0.8864,,0.7,0.431
460455,,0.8,,1,,1,,,,,,,,,,,,,,,,,,,,1,,1,0.7027
460464,,0.0612,,0.2494,,0.246787957,,,,,,,,,,0.2627,0.1875,0.2117,0.4444,,0,0.3529,,0.2308,,0.7471,,0.4479,0.0141
460473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8
460482,,0.3182,,0.4091,,0.327903279,,,,,,,,,,,,,,,,,,,,0.3721,,,0.8198
460516,,0.0407,,0.4553,,0.452916304,,,,,,,,,,,,,,,,,,,,0.6667,,,0.7108
460525,,0.0306,,0.5,,0.541453039,,,,,,,,,,,,,,,,,,,,0.78,,,0.5358
460534,,0.0388,,0.4657,,0.490131957,,,,,,,,,,,,,,,,,,,,0.5909,,,0.7273
460543,,0.2024,,0.4732,,0.511798715,,,,,,,,,,,,,,,,,,,,0.6337,,,0.6581
460552,,0.9831,,0.9831,,0.986341096,,,,,,,,,,,,,,,,,,,,1,,1,0.3922
460561,,0.4706,,0.5294,,0.5294,,,,,,,,,,,,,,,,,,,,0.9348,,,0.5783
460570,,0.2742,,0.6613,,0.595978788,,,,,,,,,,,,,,,,,,,,0.7857,,0.8,0.6957
460589,,0.1587,,0.7672,,0.622784375,,,,,,,,,,,,,,,,,,,,,,,0.501
460598,,0.0721,,0.6716,,0.542184177,,,,,,,,,,,,,,,,,,,,,,,0.6393
460613,,,,,,,,,,,,,,,,,,,,,,,,,0.4286,,,,0.758
460631,,0.1531,,0.4184,,0.50001791,,,,,,,,,,,,,,,,,,,,0.5625,,,0.9916
460640,,0.5333,,0.7333,,0.71874375,,,,,,,,,,,,,,,,,,,,,,,0.9848
460659,,0.5057,,0.8046,,0.819859627,,,,,,,,,,,,,,,,,,,,0.8571,,,0.4815
460677,,0.4266,,0.4266,,0.521584483,,,,,,,,,,,,0.4266,,,,,,,,0.2412,,0.4286,0
460695,,0.5625,,0.625,,0.625,,,,,,,,,,,,,,,,,,,,0.8636,,,0.7952
460701,,0.0889,,0.2,,0.321848276,,,,,,,,,,,,,,,,,,,,0.7778,,0.7273,0.586
460710,,0,,0.7727,,0.7727,,,,,,,,,,,,,,,,,,,,0.5,,0,0.6314
460729,,,,,,,,,,,,,,,,,,,,,,,,,0.4286,,0.3333,,0.0902
460738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2044
460747,,,0.5321,,0.5321,,0.5641,0,0.4667,0.5,1,,,,0.4444,,,,,,,,,,,,,,0.5648
460756,,0.7143,,0.7143,,0.7143,,,,,,,,,,0.7778,1,0.6667,0.7,,0.6842,0.6923,,0.6667,,1,,,0.7115
460765,,0.375,,0.6875,,0.739726027,,,,,,,,,,,,,,,,,,,,0.8868,,,0
460774,,0.5862,,0.6552,,0.581832727,,,,,,,,,,0.5,0.6923,0,,,,,,,,0.4615,,0.4615,0.8471
460783,,,,,,,,,,,,,,,,,,,,,,,,,0.6207,,,,0.6851
460808,,0.9459,,1,,0.983325,,,,,,,,,,,,,,,,,,,,,,,0.8222
460817,,0.1154,,0.1731,,0.172197351,,,,,,,,,,0.1509,0.1667,0.5,,,,,,0.2,,0.4526,,0.0476,0.5295
460826,,0.125,,0.2292,,0.244930612,,,,,,,,,,0.2353,0.2258,,,,,,,,,0.6286,,0.2857,0.895
460835,,0.32,,0.59,,0.525635897,,,,,,,,,,0.76,0.3778,0.5,,1,,1,,1,,0.6471,,0.3,0.8909
460844,,0.375,,0.375,,0.375,,,,,,,,,,,0.4286,0,,,,,,,,0.3333,,0.3333,0.8928
460853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875
460862,,0.0068,,0.7095,,0.696822157,,,,,,,,,,0.699,0.25,0.875,0.75,1,0.5,0.6667,,0.7273,,0.92,,0.6897,0.6915
460871,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0.7912
460899,0.271,,0.4157,,0.430810423,,0.4437,0.2857,0.5616,0.5385,0,,0.1667,,0.1928,,,,,,,,,,0.3636,,,,0.8397
460905,,0.2813,,0.5,,0.543859649,,,,,,,,,,,,,,,,,,,,0.8571,,,0.5196
460914,,0.1091,,0.9273,,0.792732124,,,,,,,,,,,,,,,,,,,,0.9412,,,0.607
460923,,0.1667,,0.1944,,0.1944,,,,,,,,,,0.6667,0.1613,0,,,,0,,,,0.4898,,0.5625,0.7932
460932,,0.9815,,0.9815,,0.9815,,,,,,,,,,,,,,,,,,,,1,,,0.6667
460941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460950,,0.6,,0.7333,,0.833322222,,,,,,,,,,,,,,,,,,,,,,,0.7273
460969,,0.2237,,0.2697,,0.6118,,,,,,,,,,,,,,,,,,,,0.9362,,,0.6465
460978,,0.096,,0.632,,0.632,,,,,,,,,,,,,,,,,,,,0.9333,,0.9167,0.745
460987,,0.6905,,0.9524,,0.896537931,,,,,,,,,,,,,,,,,,,,0.9032,,1,0.469
460996,,0.7609,,0.8478,,0.797464557,,,,,,,,,,,,,,,,,,,,0.8286,,1,0.528
461005,,,,,,,,,,,,,,,,,,,,,,,,,0.5513,,0.6,,0.75
461014,,0.0741,,0.2407,,0.2407,,,,,,,,,,1,0.2326,0.1429,,,,,,0.3333,,0.4,,,0.6418
461023,0,,0.3667,,0.421078947,,0.2,,0,,,,,,0.4167,,,,,,,,,,0.5294,,,,0.5969
461032,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.75,,0.3009
461041,,0.1922,,0.3333,,0.3333,,,,,,,,,,,,,,,,,,,,0.7068,,0.8243,0.7023
461111,,0.3571,,0.6429,,0.8409,,,,,,,,,,0.75,0.8,0.25,,,,,,1,,0.75,,1,0
461120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461148,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,0.1398
461157,,0.95,,0.95,,0.948698718,,,,,,,,,,0.9412,1,1,,,,,,1,,0.8947,,,0
461175,,0.2847,,0.8613,,0.8613,,,,,,,,,,,,,,,,,,,,0.8378,,0.8889,0
461193,,0,,0.7755,,0.7755,,,,,,,,,,,,,,,,,,,,0.8889,,,0.6854
461218,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,0.8468
461227,,0.8889,,0.8889,,0.83335,,,,,,,,,,,,,,,,,,,,0.8148,,0.6667,0.7843
461236,0.0909,,0.6364,,0.6364,,,,,0,,,,0.7,,,,,,,,,,,0.7692,,,,0.1538
461245,,0.291,,0.7015,,0.691626432,,,,,,,,,,,,,,,,,,,,0.8491,,0.8868,0
461254,,0.9091,,0.9545,,0.96773871,,,,,,,,,,,,,,,,,,,,1,,,0.58
461263,,0.5217,,0.9565,,0.939378788,,,,,,,,,,1,,0,,,,,,,,0.875,,,0.6093
461272,,0.375,,0.875,,0.793089655,,,,,,,,,,,,,,,,,,,,1,,1,0.64
461281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1104
461290,,0.8,,1,,0.919354839,,,,,,,,,,,,,,,,,,,,1,,1,0.8269
461306,,1,,1,,0.379268966,,,,,,,,,,1,1,1,,,,,,,,0.5634,,0.4808,0
461315,,0,,0,,0,,,,,,,,,,0,,,,0,,,,,,0.4286,,0.3571,0
461324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3875
461333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
461342,,0,,1,,0.826928846,,,,,,,,,,,,,,,,,,,,1,,,0.4857
461351,,0.6711,,0.9211,,0.925721622,,,,,,,,,,,,,,,,,,,,0.878,,0.8845,0.0315
461360,,0.1053,,0.2456,,0.2456,,,,,,,,,,,,,,,,,,,,1,,,0.6721
461379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375
461388,,0.0189,,0.6226,,0.6226,,,,,,,,,,,,,,,,,,,,0.3478,,,0.6944
461397,,0.18,,0.76,,0.76,,,,,,,,,,,,,,,,,,,,0.9333,,0.9375,0
461412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.461
461421,,0,,0.914,,0.871528492,,,,,,,,,,,,,,,,,,,,0.875,,,0.5981
461430,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6241,0.7694
461449,,0.8889,,0.8889,,0.890413699,,,,,,,,,,,,,,,,,,,,0.8767,,0.8235,0.1244
461476,,0,,0.7778,,0.787890909,,,,,,,,,,,,,,,,,,,,1,,1,0.5319
461485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461494,,0.3452,,0.6429,,0.6429,,,,,,,,,,,,,,,,,,,,0.8235,,0.8571,0.6476
461500,,0,,0.6,,0.708333333,,,,,,,,,,,,,,,,,,,,1,,0.8333,0
461528,0.5,,0.7778,,0.433975472,,0.8,1,0,,,,,,1,,,,,,,,,,0.7,,0.3636,,0.3305
461537,,0.8333,,0.8333,,0.874975,,,,,,,,,,,,,,,,,,,,1,,,0.7241
461546,,0.1333,,0.4667,,0.698932258,,,,,,,,,,,,,,,,,,,,0.4118,,1,0.4444
461555,,0,,0,,0,,,,,,,,,,,,,,,,,,,,0.9474,,,0.9331
461564,,0.375,,0.625,,0.514277143,,,,,,,,,,,,,,,,,,,,0.6,,0.7778,0.8906
461573,,0.6129,,0.7097,,0.792161176,,,,,,,,,,,,,,,,,,,,0.7544,,,0.6905
461582,,0.4815,,0.9259,,0.910273077,,,,,,,,,,,,,,,,,,,,,,,0.4755
461591,,0,,0.6267,,0.639128571,,,,,,,,,,0.5,0.3333,0.5,0.875,,0.5769,0.6,,0.8,,0.8333,,1,0.4887
461607,,0.1944,,0.7222,,0.7222,,,,,,,,,,,,,,,,,,,,0.875,,0.8333,0.3117
461625,,1,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,0
461643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4412
461652,,1,,1,,0.8222,,,,,,,,,,1,,1,1,,,,,,,1,,,0.5366
461670,,0.6809,,0.7872,,0.47674186,,,,,,,,,,,,,,,,,,,,0.9388,,1,0.5728
461689,,0,,0.8333,,0.705894118,,,,,,,,,,1,,,0.5,,,,,,,0.6526,,,0.7328
461698,,0.1026,,0.5641,,0.5641,,,,,,,,,,,,,,,,,,,,0.7027,,,0.7207
461704,,0.6051,,0.6051,,0.633659406,,,,,,,,,,,,,,,,,,,,0.6154,,,0.4667
461713,,0.7143,,0.8571,,0.923053846,,,,,,,,,,,,,,,,,,,,,,,0.4038
461722,,0.2881,,0.6271,,0.65077619,,,,,,,,,,0.58,1,,,,,0.5,,1,,0.7089,,0.5,0.2752
461731,,0.4286,,0.6429,,0.7143,,,,,,,,,,0.6429,,,,,,,,,,0.4324,,,0.8889
461740,,0.2083,,0.5833,,0.488367442,,,,,,,,,,,,,,,,,,,,0.6818,,,0
461759,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,0,,0
461768,,0.6351,,0.8581,,0.8581,,,,,,,,,,,,,,,,,,,,,,,0.531
461777,,0.9412,,0.9412,,0.964292857,,,,,,,,,,1,0.5,1,,,,,,,,0.7143,,,0.8667
461786,,0.2222,,0.7778,,0.840879545,,,,,,,,,,0.7778,,,,,,,,,,0.8824,,,0.7937
461795,,,,,,,,,,,,,,,,,,,,,,,,,0.5125,,,,0.3429
461801,,0.1667,,0.75,,0.821419643,,,,,,,,,,,,,,,,,,,,0.5,,,0.6622
461810,,0.5962,,0.7692,,0.847449153,,,,,,,,,,,,,,,,,,,,0.5263,,0.5714,0
461829,,0.5492,,0.8238,,0.8238,,,,,,,,,,0.8462,1,0.8095,1,,,0.6667,,0.7059,,0.187,,,0.3738
461838,,0.5161,,0.9355,,0.871,,,,,,,,,,,,,,,,,,,,,,,0.4046
461847,0.0455,,0.0455,,0.060633333,,0.0455,,,,,,,,,,,,,,,,,,0.1429,,,,0
461856,,0.7016,,0.8333,,0.8333,,,,,,,,,,,,,,,,,,,,0.7847,,,0.6228
461865,,0.2534,,0.3032,,0.3032,,,,,,,,,,,,,,,,,,,,0.75,,,0.0813
461874,,0.75,,0.75,,0.829765957,,,,,,,,,,0.6667,0.7778,1,,0,,,,,,0.8947,,,0.6929
461883,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,,0.6,,0.3667
461892,,0.75,,0.75,,0.766055046,,,,,,,,,,,,,,,,,,,,0.7833,,1,0.881
461908,,0.4286,,0.8333,,0.8333,,,,,,,,,,0.8077,1,0.875,0,,,1,,,,0.4,,0,0.3641
461917,,0,,0.5625,,0.623390909,,,,,,,,,,,,,,,,,,,,0.8438,,0.8889,0.6094
461926,,0.5333,,0.6889,,0.768134783,,,,,,,,,,0.675,,1,,,,,,0,,0.8684,,0.5333,0.4645
461935,,0.1111,,0.5778,,0.627470588,,,,,,,,,,,,,,,,,,,,0.5,,0,0.9167
461944,,0.1928,,0.5783,,0.658737302,,,,,,,,,,,,,,,,,,,,0.56,,,0.7059
461953,,0.3333,,0.3333,,0.731709756,,,,,,,,,,0.4286,0,0,,,,,,,,0.8462,,,0.6026
461962,,0.5385,,0.6966,,0.759009418,,,,,,,,,,,,,,,,,,,,0.8924,,0.7578,0.37
461971,,0,,0.4444,,0.561606849,,,,,,,,,,,,,,,,,,,,1,,0.75,0
461980,,0.129,,0.6774,,0.6774,,,,,,,,,,,,,,,,,,,,0.8286,,0.9167,0.8357
461999,,0.5882,,0.5882,,0.59996,,,,,,,,,,0.5625,1,,,,,,,,,0.4483,,,0.5867
462008,,0.0073,,0.7591,,0.776771875,,,,,,,,,,0.8025,0.9,0.5556,1,,0,0.5,,0.6667,,0.7561,,0.6818,0.5653
462017,,0.3056,,0.6944,,0.590872727,,,,,,,,,,,,,,,,,,,,0.8571,,,0.4841
462026,,1,,1,,0.9,,,,,,,,,,,,,,,,,,,,1,,,0
462035,,0.9375,,0.9375,,0.9375,,,,,,,,,,,,,,,,,,,,0.9412,,0.9,0.7344
462044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462053,,0.4262,,0.5738,,0.726334737,,,,,,,,,,,,,,,,,,,,1,,,0.2551
462062,,0.375,,0.875,,0.875,,,,,,,,,,,,,,,,,,,,0.9091,,0.8571,0.5479
462071,,0.1154,,0.6795,,0.746369565,,,,,,,,,,0.6667,1,,1,1,1,,,0,,0.8421,,0.6667,0.5113
462309,,0.9,,0.9,,0.899251163,,,,,,,,,,,,,,,,,,,,,,,0.6842
462318,,0.8182,,0.9091,,0.762953333,,,,,,,,,,,,,,,,,,,,,,,0.3866
462327,,0.8333,,0.8889,,0.808826471,,,,,,,,,,,,,,,,,,,,,,,0.2418
462336,,0,,0.75,,0.500015625,,,,,,,,,,,,,,,,,,,,1,,0.75,0.6622
462345,,0.6724,,0.6724,,0.70432,,,,,,,,,,,,,,,,,,,,0.8837,,0.8,0.5333
462354,0.55,,0.6,,0.5472,,0.6,,0.5,,,1,,,,,,,,,,,,,0.7632,,0.5,,0.5079
462363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8333
462372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7859
462390,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.8182
465812,1,,0.7159,,0.639344262,,0.8158,0.75,0.9091,1,,,,,0.5152,,,,,,,,,,0.1964,,,,0.7527
466152,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2432,,0.9124
466161,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1667,,0.8921
466170,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4167,,0.8778
466189,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.3077,,0.7061
466514,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0.8364
466523,,0.5532,,0.617,,0.617,,,,,,,,,,0.6471,0.8,0.5238,,,,0.6667,,1,,0.8824,,0.5,0.6726
466921,0.3333,,0.3333,,0.448251724,,0.4,0,,,,,,,,,,,,,,,,,0.5,,,,0.8463
466930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8605
467058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.787
467094,,0.1746,,0.746,,0.746,,,,,,,,,,,,,,,,,,,,0.7857,,0.875,0.6659
467155,,0.4965,,0.5976,,0.5976,,,,,,,,,,,,,,,,,,,,0.6433,,,0.6106
467340,,0.2672,,0.5345,,0.605204207,,,,,,,,,,,,,,,,,,,,0.5,,,0.5683
467368,,0,,0.5294,,0.459768966,,,,,,,,,,0.8571,0,0.5,1,0,0,,,,,0.6897,,0.5,0.6082
467508,,0.2,,0.4727,,0.444455556,,,,,,,,,,,,,,,,,,,,0.6842,,0.5714,0.875
467517,,0.2,,0.4533,,0.429467308,,,,,,,,,,,,,,,,,,,,0.3913,,0,0.8389
467526,,0.2576,,0.3939,,0.439535165,,,,,,,,,,,,,,,,,,,,0.3929,,,0.837
467535,,0.2427,,0.4854,,0.493005581,,,,,,,,,,,,,,,,,,,,0.5,,0.2,0.8768
467544,,0.4103,,0.5897,,0.565747368,,,,,,,,,,,,,,,,,,,,0.6923,,,0.8841
467553,,0.3421,,0.5526,,0.402843885,,,,,,,,,,,,,,,,,,,,0.4444,,,0.8636
467562,,0.1591,,0.3864,,0.434344444,,,,,,,,,,,,,,,,,,,,0.3846,,0.3333,0.732
467571,,0.0794,,0.3651,,0.315462416,,,,,,,,,,,,,,,,,,,,0.381,,,0.7863
467580,,0.4688,,0.625,,0.590152459,,,,,,,,,,,,,,,,,,,,0.7778,,,0.9516
467599,,0.4074,,0.6667,,0.630267227,,,,,,,,,,,,,,,,,,,,0.7308,,1,0.789
467605,,0.52,,0.6667,,0.582229452,,,,,,,,,,,,,,,,,,,,0.75,,0.8,0.7959
467614,,0.1667,,0.25,,0.311608696,,,,,,,,,,,,,,,,,,,,0.375,,0.625,0.8824
467623,,0.339,,0.4746,,0.467135526,,,,,,,,,,,,,,,,,,,,0.4,,0.2,0.808
467632,,0.3433,,0.5522,,0.429559155,,,,,,,,,,,,,,,,,,,,0.8333,,0.3846,0.8284
467641,,0.3137,,0.4706,,0.43881519,,,,,,,,,,,,,,,,,,,,0.4,,0.375,0.8157
467650,,0.194,,0.2537,,0.244020833,,,,,,,,,,,,,,,,,,,,0.3333,,0.2857,0.7876
467669,,0.2135,,0.3596,,0.366486957,,,,,,,,,,,,,,,,,,,,0.4839,,,0.8271
467678,,0.4521,,0.6027,,0.5359736,,,,,,,,,,,,,,,,,,,,0.3667,,,0.8593
467784,,0.4729,,0.5852,,0.5852,,,,,,,,,,,,,,,,,,,,0.6134,,,0.6171
467793,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,,0,,0.7676
467809,,0.0274,,0.5342,,0.620941129,,,,,,,,,,0.5385,0.5,1,0,0,1,,,,,0.7368,,,0.4496
467863,,0,,0.6613,,0.696991919,,,,,,,,,,,,,,,,,,,,0.7436,,0.6667,0.5814
467872,,0.0147,,0.7353,,0.735984,,,,,,,,,,,,,,,,,,,,0.9231,,0.75,0.6055
467881,,0.4829,,0.5748,,0.5748,,,,,,,,,,,,,,,,,,,,,,,0.6656
467906,,0.0435,,0.7391,,0.7391,,,,,,,,,,,,,,,,,,,,0.6,,0.5,0.6046
468006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468015,,,,,,,,,,,,,,,,,,,,,,,,,0.4255,,0.6667,,0.8121
468024,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.25,,0.7203
